(0.59260841700491351, 0.62431714835047458) , (0.59260841700491351, 0.62431714835047458) , (0.82146671956541639, 0.56907864619891968) , (0.37858211004974518, 0.54197820978423417) , (0.21829889828180793, 0.080813013092440572)
(0.61116353886784125, 0.61055642743474703) , (0.76668948004516713, 0.49521635650948004) , (0.49582346794257431, 0.4550304862574211) , (0.65134940911990014, 0.33969041533215416) AREA: 0.037491650340138655
(0.37181568406280419, 0.56897208330750837) , (0.79490917012241569, 0.67502691669445725) , (0.47787051744975312, 0.14587859724789676) , (0.90096400350936467, 0.25193343063484569) AREA: 0.19025572563080814
(0.48588290751738544, 0.67257637111138779) , (0.44582634904966112, 0.69068917645110239) , (0.50399571285709999, 0.71263292957911206) , (0.46393915438937566, 0.73074573491882666) AREA: 0.0019326015935526111
(0.60053839250803442, 0.64684547200665554) , (0.54322513250554672, 0.48402382512782943) , (0.43771674562920831, 0.70415873200914325) , (0.38040348562672066, 0.54133708513031731) AREA: 0.029795698464445911
(0.64323195007828593, 0.497775216468203) , (0.72840097252420866, 0.28488109425806318) , (0.43033782786814584, 0.41260619402228038) , (0.51550685031406862, 0.19971207181214043) AREA: 0.05257766965602003
(0.42103760182568534, 0.67790552061034681) , (0.40623833498693357, 0.68252791877112806) , (0.42565999998646664, 0.69270478744909847) , (0.41086073314771487, 0.69732718560987972) AREA: 0.00024038486372137161
(0.43771674562920831, 0.70415873200914336) , (0.60053839250803442, 0.64684547200665565) , (0.38040348562672066, 0.5413370851303172) , (0.54322513250554672, 0.48402382512782954) AREA: 0.029795698464445911
(0.43033782786814595, 0.41260619402228033) , (0.64323195007828593, 0.49777521646820316) , (0.51550685031406873, 0.19971207181214032) , (0.72840097252420877, 0.28488109425806313) AREA: 0.052577669656020135
(0.50399571285709999, 0.71263292957911206) , (0.46393915438937566, 0.73074573491882666) , (0.48588290751738544, 0.67257637111138779) , (0.44582634904966112, 0.69068917645110239) AREA: 0.0019326015935526111
(0.76668948004516713, 0.49521635650948004) , (0.65134940911990014, 0.33969041533215411) , (0.61116353886784125, 0.61055642743474692) , (0.49582346794257431, 0.45503048625742104) AREA: 0.037491650340138662
(0.79490917012241569, 0.67502691669445747) , (0.90096400350936467, 0.25193343063484608) , (0.37181568406280413, 0.56897208330750837) , (0.47787051744975317, 0.14587859724789676) AREA: 0.19025572563080814
(0.42565999998646664, 0.69270478744909847) , (0.41086073314771487, 0.69732718560987972) , (0.42103760182568534, 0.67790552061034681) , (0.40623833498693357, 0.68252791877112806) AREA: 0.00024038486372137161
(0.49582346794257431, 0.4550304862574211) , (0.65134940911990014, 0.33969041533215416) , (0.61116353886784125, 0.61055642743474703) , (0.76668948004516713, 0.49521635650948004) AREA: 0.03749165034013862
(0.44582634904966112, 0.69068917645110228) , (0.46393915438937566, 0.73074573491882666) , (0.48588290751738544, 0.67257637111138779) , (0.50399571285709999, 0.71263292957911206) AREA: 0.0019326015935526135
(0.38040348562672066, 0.5413370851303172) , (0.54322513250554672, 0.48402382512782954) , (0.43771674562920831, 0.70415873200914336) , (0.60053839250803442, 0.64684547200665565) AREA: 0.029795698464445873
(0.42565999998646664, 0.69270478744909858) , (0.42103760182568534, 0.6779055206103467) , (0.41086073314771487, 0.69732718560987983) , (0.40623833498693357, 0.68252791877112806) AREA: 0.00024038486372137544
(0.43033782786814584, 0.41260619402228038) , (0.51550685031406862, 0.19971207181214043) , (0.64323195007828593, 0.497775216468203) , (0.72840097252420866, 0.28488109425806318) AREA: 0.052577669656020093
(0.37181568406280413, 0.56897208330750837) , (0.47787051744975317, 0.14587859724789676) , (0.79490917012241569, 0.67502691669445747) , (0.90096400350936467, 0.25193343063484608) AREA: 0.19025572563080834
(0.48588290751738544, 0.67257637111138779) , (0.50399571285709999, 0.71263292957911206) , (0.44582634904966112, 0.69068917645110228) , (0.46393915438937566, 0.73074573491882666) AREA: 0.001932601593552605
(0.47787051744975312, 0.14587859724789676) , (0.90096400350936467, 0.25193343063484569) , (0.37181568406280419, 0.56897208330750837) , (0.79490917012241569, 0.67502691669445725) AREA: 0.1902557256308082
(0.61116353886784125, 0.61055642743474692) , (0.49582346794257431, 0.45503048625742104) , (0.76668948004516713, 0.49521635650948004) , (0.65134940911990014, 0.33969041533215411) AREA: 0.037491650340138627
(0.43771674562920831, 0.70415873200914325) , (0.38040348562672066, 0.54133708513031731) , (0.60053839250803442, 0.64684547200665554) , (0.54322513250554672, 0.48402382512782943) AREA: 0.029795698464445842
(0.41086073314771487, 0.69732718560987983) , (0.40623833498693357, 0.68252791877112806) , (0.42565999998646664, 0.69270478744909858) , (0.42103760182568534, 0.6779055206103467) AREA: 0.0002403848637213721
(0.51550685031406873, 0.19971207181214032) , (0.72840097252420877, 0.28488109425806313) , (0.43033782786814595, 0.41260619402228033) , (0.64323195007828593, 0.49777521646820316) AREA: 0.052577669656020148
